id,EAP,HPL,MWS
id06744,0.42179966,0.44807935,0.13012098
id09999,0.67947316,0.023352927,0.29717392
id11253,0.11808975,0.6371218,0.24478844
id15089,0.15278952,0.742752,0.104458444
id16821,0.58262074,0.24956845,0.1678108
id08256,0.95851535,0.021286884,0.020197792
id14844,0.13085303,0.0902357,0.7789113
id25950,0.06467247,0.7944734,0.14085415
id11961,0.020340988,0.92888707,0.050771985
id00092,0.036169372,0.03382958,0.9300011
id13083,0.027773108,0.018448444,0.9537784
id25825,0.89293915,0.021154087,0.0859067
id03045,0.21804671,0.041521937,0.7404313
id19037,0.89934856,0.06836821,0.032283217
id24357,0.28679553,0.06778774,0.6454167
id24449,0.47978315,0.4528678,0.06734909
id22847,0.40145412,0.36515877,0.23338708
id27720,0.9926565,0.0054527447,0.001890697
id11619,0.62873703,0.35045317,0.020809764
id03129,0.9816234,0.007128584,0.011248107
id04264,0.06575566,0.88738084,0.046863448
id19748,0.65880615,0.2576203,0.08357357
id20851,0.7846633,0.099977285,0.11535937
id13277,0.60160106,0.21333115,0.18506779
id06419,0.018982988,0.97262764,0.008389365
id00581,0.55712056,0.3274277,0.11545178
id08765,0.9408857,0.013954569,0.045159712
id13492,0.0966924,0.27654412,0.6267635
id12049,0.04940009,0.9326066,0.017993255
id12700,0.78474265,0.17617552,0.039081812
id07697,0.9098,0.037318002,0.052882068
id00262,0.026508683,0.9492783,0.024213012
id20969,0.064605914,0.1342197,0.80117434
id18465,0.039656185,0.0629404,0.8974035
id10027,0.059758782,0.1711903,0.7690509
id03007,0.22263084,0.36267182,0.4146973
id23465,0.79240346,0.0743584,0.13323812
id09086,0.12224693,0.07643345,0.8013196
id08015,0.07369953,0.89606076,0.030239742
id04285,0.55402493,0.13816713,0.30780795
id04356,0.14034289,0.31965178,0.5400053
id03554,0.40129983,0.27450523,0.3241949
id06922,0.82210046,0.08605151,0.09184799
id15733,0.07858429,0.86693656,0.054479264
id24934,0.68749493,0.009868311,0.30263686
id05529,0.73062867,0.109756514,0.15961474
id00298,0.01889398,0.9479618,0.033144213
id08158,0.34300104,0.23192772,0.4250712
id15135,0.4223574,0.43303064,0.14461194
id06574,0.46722358,0.01926417,0.51351225
id20017,0.12299267,0.7460668,0.13094053
id14386,0.15982862,0.41224194,0.42792952
id24226,0.45941272,0.42100206,0.11958523
id24212,0.030919166,0.8989504,0.07013042
id14116,0.012363116,0.005190247,0.9824467
id14500,0.16399762,0.059314594,0.7766878
id22744,0.42258635,0.39134365,0.18606997
id16163,0.90407217,0.044502523,0.05142538
id17883,0.7557644,0.1323832,0.11185231
id04631,0.04186139,0.039308224,0.9188304
id26517,0.09796819,0.3697445,0.53228736
id12655,0.19381756,0.042092625,0.7640898
id01505,0.85632205,0.12289314,0.020784775
id00104,0.14551114,0.5993131,0.2551758
id20387,0.12548985,0.69978255,0.17472766
id02843,0.01304091,0.0029014254,0.9840576
id04361,0.2786195,0.26638582,0.4549946
id26813,0.6174954,0.12778662,0.254718
id01466,0.1432757,0.76102155,0.09570274
id17090,0.14586692,0.23813549,0.6159976
id06691,0.07630915,0.8828375,0.040853363
id09408,0.2942896,0.40798888,0.2977215
id15285,0.98497206,0.0026928727,0.012335109
id16283,0.24134888,0.41594514,0.34270594
id12607,0.81272805,0.08796219,0.09930974
id25965,0.40119523,0.39695644,0.20184831
id07268,0.039107744,0.9485164,0.012375806
id13529,0.053352784,0.042909097,0.9037381
id11969,0.059519943,0.8819674,0.058512628
id20299,0.034042366,0.923594,0.04236364
id08770,0.16732416,0.2699246,0.5627512
id20730,0.46093547,0.10275684,0.4363077
id06333,0.8356123,0.08202746,0.08236028
id27451,0.22046994,0.3119728,0.46755728
id12111,0.7481773,0.021856245,0.22996643
id06609,0.5640203,0.04803041,0.38794932
id12299,0.65393656,0.06901859,0.2770449
id23264,0.82716966,0.08230026,0.09053005
id04222,0.227717,0.47404525,0.29823777
id17229,0.41824812,0.43291795,0.14883393
id24365,0.16203777,0.3131734,0.52478886
id18294,0.10277089,0.8491279,0.0481013
id04493,0.8344717,0.12663198,0.03889635
id27575,0.9032749,0.035642866,0.061082304
id03801,0.7968664,0.12630212,0.07683144
id11611,0.071604505,0.0044512902,0.92394423
id01632,0.21943721,0.015999865,0.76456285
id06510,0.46715608,0.36393556,0.16890828
id20431,0.15408702,0.14458296,0.70133
id23529,0.50351703,0.29673833,0.19974458
id13951,0.04993413,0.12500377,0.82506216
id00803,0.43308303,0.36642557,0.20049137
id06737,0.6270158,0.20920528,0.16377886
id24288,0.9495871,0.01792958,0.032483324
id08385,0.6867492,0.18955164,0.12369914
id22859,0.026709206,0.87981534,0.093475476
id22234,0.051223524,0.8718897,0.07688667
id10365,0.009841739,0.9825646,0.0075936555
id00865,0.04144177,0.032560367,0.92599785
id19405,0.19834138,0.0092913,0.7923674
id11246,0.17156245,0.31792054,0.510517
id19587,0.03506879,0.04263787,0.9222933
id24614,0.53277236,0.3310749,0.1361528
id23623,0.28569195,0.43300906,0.28129902
id15271,0.09097305,0.034061078,0.8749659
id20478,0.14595559,0.38550076,0.4685437
id25277,0.6049833,0.16773681,0.22727983
id22004,0.21825106,0.47613946,0.30560946
id16728,0.0195708,0.9443149,0.036114305
id06907,0.40936098,0.18021153,0.4104275
id11895,0.0048545226,0.9928584,0.0022870842
id13802,0.16745383,0.59529126,0.23725493
id18459,0.14305082,0.602549,0.25440007
id21371,0.58613956,0.04975434,0.36410606
id11408,0.021648783,0.9632258,0.0151255205
id05442,0.7096448,0.2073968,0.08295841
id21499,0.44995508,0.13358997,0.41645494
id18066,0.949342,0.033569645,0.017088417
id23617,0.23522663,0.47949228,0.28528112
id07725,0.116123356,0.10418472,0.77969193
id24627,0.99193877,0.0055384915,0.002522703
id19108,0.4998374,0.3207591,0.17940354
id11800,0.04654117,0.025587186,0.92787164
id14588,0.31818882,0.053174745,0.6286364
id27474,0.18663986,0.03473292,0.7786272
id07924,0.9553048,0.025439687,0.019255497
id10772,0.15827134,0.20928228,0.63244635
id19235,0.11710039,0.2926199,0.5902797
id13647,0.58619446,0.25517267,0.15863287
id08673,0.69365495,0.0040121265,0.30233297
id24850,0.23944007,0.4870584,0.2735015
id11764,0.559688,0.0494269,0.39088506
id05197,0.20506638,0.2159003,0.57903326
id23600,0.38641837,0.2871113,0.3264703
id14699,0.12783553,0.7813673,0.090797044
id26801,0.19625409,0.21211292,0.59163296
id25664,0.7425294,0.2124362,0.045034427
id07809,0.15429834,0.80102724,0.04467445
id13081,0.009964624,0.013465619,0.9765697
id11381,0.5371254,0.20309962,0.25977495
id14721,0.4053107,0.08966609,0.50502324
id07800,0.74696493,0.08896513,0.16406995
id13883,0.8717474,0.07469708,0.05355553
id04488,0.67901033,0.11255598,0.2084336
id03530,0.6296821,0.11673158,0.25358623
id15823,0.35608277,0.09751321,0.54640394
id11701,0.23971204,0.3670891,0.39319885
id07806,0.2582114,0.66039515,0.08139347
id19036,0.09265633,0.8558778,0.051465847
id20765,0.6997607,0.09129991,0.20893937
id26691,0.03770414,0.041798607,0.92049724
id02642,0.15659754,0.054224208,0.78917825
id06475,0.6104219,0.3072835,0.08229461
id19019,0.39675316,0.4167254,0.18652149
id14616,0.879644,0.105675675,0.014680333
id08537,0.5733264,0.30450726,0.12216634
id19126,0.084176645,0.26663172,0.6491917
id01774,0.0065893717,0.001577623,0.991833
id08623,0.81223154,0.12291531,0.064853184
id17150,0.099133365,0.027863424,0.87300324
id06325,0.0925923,0.06867305,0.8387346
id23161,0.13011423,0.3764983,0.4933874
id09876,0.57613426,0.026324643,0.39754105
id01551,0.66922516,0.2172066,0.11356823
id12334,0.06548783,0.92227364,0.0122386245
id03577,0.44614816,0.09460611,0.45924583
id20706,0.88692385,0.020647364,0.092428796
id23704,0.00716906,0.98471653,0.00811445
id10029,0.008083311,0.96850544,0.023411293
id19600,0.18020725,0.7299574,0.08983537
id22367,0.2912932,0.53380173,0.17490502
id12262,0.9949431,0.0013831218,0.0036738033
id09698,0.53643936,0.23413703,0.22942363
id10919,0.7650016,0.120691836,0.11430658
id12508,0.09870741,0.8231409,0.0781516
id16206,0.44175288,0.28271842,0.2755287
id25927,0.07872683,0.11961671,0.8016564
id23189,0.20130153,0.7688769,0.02982148
id00406,0.37810284,0.3575195,0.26437768
id01257,0.104374506,0.37660894,0.51901656
id15147,0.992777,0.0028398705,0.00438316
id24692,0.34664193,0.6143124,0.03904567
id02919,0.062657274,0.77638716,0.16095553
id00339,0.5561424,0.3064997,0.13735785
id20981,0.19128396,0.44471955,0.36399654
id00658,0.93342435,0.031314522,0.03526118
id02255,0.40062225,0.105344504,0.49403328
id13282,0.6867171,0.0410537,0.27222916
id13189,0.30569386,0.4505234,0.24378274
id07267,0.9850654,0.0020309563,0.01290363
id05272,0.867506,0.051678237,0.08081578
id22653,0.7254385,0.13644941,0.13811207
id06894,0.55191714,0.10775541,0.34032753
id21657,0.21946721,0.7424701,0.038062748
id00430,0.13667126,0.37868458,0.48464423
id21655,0.083894484,0.29695237,0.6191532
id04764,0.55275434,0.12275945,0.32448623
id08665,0.047152005,0.0070119076,0.94583607
id20985,0.10189977,0.32169452,0.5764057
id08095,0.5242109,0.16101412,0.314775
id12015,0.16763422,0.50977457,0.32259113
id13210,0.12878989,0.22423561,0.6469745
id24937,0.03167918,0.88253427,0.085786566
id03675,0.20302357,0.62771183,0.16926461
id26951,0.3187011,0.4356835,0.24561544
id06104,0.09570811,0.464661,0.4396308
id20105,0.18362492,0.30372733,0.51264775
id20441,0.0042462917,0.0019866566,0.993767
id05660,0.49286196,0.42985466,0.07728331
id04078,0.04366363,0.53670186,0.41963455
id26101,0.5622794,0.1939358,0.24378477
id10144,0.10451292,0.8221495,0.07333754
id15096,0.048809677,0.047781818,0.9034085
id11903,0.61534584,0.10739098,0.2772632
id24093,0.02343524,0.007900161,0.9686646
id06388,0.452137,0.038986262,0.50887674
id01203,0.9727199,0.00999975,0.017280325
id18448,0.28765845,0.26879674,0.44354478
id10382,0.74608976,0.1241958,0.12971441
id25109,0.12900071,0.4101216,0.4608777
id15526,0.10779125,0.06714515,0.8250636
id09411,0.5676832,0.04367088,0.38864595
id03937,0.04346109,0.049291674,0.9072473
id09740,0.81535715,0.034188744,0.15045403
id11584,0.23136361,0.37285814,0.39577827
id06135,0.9718739,0.01376875,0.014357394
id22666,0.36582872,0.4969659,0.13720547
id03104,0.99630594,0.001095414,0.0025986922
id21763,0.8390678,0.11870302,0.042229243
id26344,0.15275843,0.52098215,0.32625943
id11819,0.16467434,0.7016346,0.13369104
id20309,0.0418924,0.8779935,0.08011419
id12751,0.55802935,0.0926332,0.34933746
id16205,0.41485247,0.31897962,0.2661679
id07347,0.036363516,0.011506434,0.9521301
id20347,0.7226044,0.26857713,0.008818487
id05696,0.21363221,0.6232553,0.16311246
id04648,0.84765327,0.12725122,0.025095468
id19654,0.4182305,0.3038939,0.2778757
id03991,0.2509894,0.44500697,0.30400366
id05523,0.8441948,0.09199332,0.06381183
id27445,0.8508972,0.121218614,0.027884189
id27516,0.55893224,0.22706275,0.214005
id13992,0.0014244089,0.00012833612,0.99844724
id02429,0.043275896,0.036392737,0.92033136
id01682,0.31475848,0.57920766,0.10603389
id20561,0.9364143,0.026411021,0.037174653
id26906,0.6484398,0.16367169,0.18788844
id01724,0.05882931,0.9148413,0.02632938
id25283,0.37466952,0.36614567,0.25918484
id06926,0.79832935,0.16810958,0.033561
id13887,0.8258472,0.044103567,0.13004926
id07530,0.9871774,0.002340519,0.010482035
id13460,0.93007493,0.01431723,0.055607878
id14695,0.044839267,0.9474023,0.0077585177
id08133,0.21772186,0.078980066,0.703298
id06364,0.08727962,0.063049555,0.8496708
id22368,0.045693036,0.79237306,0.16193394
id04855,0.0648794,0.88044214,0.054678425
id14016,0.20897943,0.26972064,0.52129996
id25801,0.04453861,0.93595886,0.019502584
id16241,0.2167204,0.070245005,0.7130346
id01120,0.08928554,0.14463526,0.7660792
id00058,0.6368962,0.1261876,0.2369163
id24503,0.7010601,0.089400634,0.20953915
id03213,0.28759116,0.3214933,0.39091554
id06040,0.9857874,0.0023389293,0.011873748
id26219,0.02316447,0.9107476,0.06608791
id23723,0.11924043,0.27081218,0.60994744
id17565,0.67038524,0.105642736,0.223972
id02243,0.15799886,0.34257007,0.49943107
id04802,0.97303224,0.00584971,0.021118084
id07148,0.05033467,0.03804223,0.9116231
id16071,0.74163055,0.08272783,0.17564161
id14810,0.71982354,0.096751094,0.18342541
id15386,0.27363157,0.67178863,0.054579735
id14768,0.84811896,0.050870854,0.10101024
id05056,0.8576945,0.030738581,0.11156693
id27065,0.6724563,0.19688934,0.13065435
id27245,0.28663382,0.3338772,0.379489
id25911,0.70800805,0.15077437,0.14121765
id10581,0.8516816,0.09155738,0.05676104
id21852,0.41999534,0.32288656,0.2571181
id13922,0.9469209,0.04515773,0.007921506
id21904,0.17456263,0.324389,0.5010483
id25974,0.13012436,0.1957293,0.67414635
id03323,0.11706009,0.6766644,0.2062755
id01385,0.5664285,0.09844136,0.33513016
id20469,0.7931503,0.0707025,0.13614719
id04281,0.17890497,0.39279383,0.42830116
id17752,0.5705234,0.35532343,0.074153304
id27768,0.16322272,0.56708884,0.26968855
id15545,0.09602939,0.53559285,0.3683778
id27853,0.56210136,0.036395572,0.40150306
id10103,0.58451277,0.016966544,0.39852068
id04374,0.14211117,0.24362552,0.61426336
id23102,0.07074701,0.17768134,0.7515717
id15727,0.0623249,0.076617375,0.86105776
id22643,0.5336901,0.4232379,0.04307203
id26174,0.07147222,0.7296196,0.19890815
id16776,0.034180302,0.919226,0.04659379
id11156,0.9376106,0.016669324,0.045720052
id18288,0.5217146,0.10888572,0.3693996
id21487,0.08303465,0.094369166,0.8225962
id06888,0.03375199,0.016709493,0.9495385
id24094,0.65867114,0.1280508,0.21327801
id21383,0.4186572,0.41265336,0.16868943
id10309,0.5752505,0.12689249,0.29785702
id09189,0.5411715,0.11292488,0.34590364
id26844,0.09614325,0.21325691,0.6905998
id02103,0.14037926,0.26670182,0.5929189
id13699,0.15880096,0.24093036,0.6002687
id05005,0.012085242,0.027987294,0.95992744
id19814,0.5649762,0.10781926,0.32720453
id24703,0.4667532,0.33557785,0.19766892
id04594,0.07886131,0.065000705,0.856138
id13789,0.3850951,0.47967955,0.13522537
id01938,0.5286337,0.24185334,0.22951299
id24274,0.71345603,0.026103253,0.26044068
id13727,0.85982966,0.072532825,0.06763748
id19335,0.16288657,0.021211559,0.8159019
id21064,0.07408047,0.24580543,0.68011415
id04044,0.1538055,0.45333967,0.39285487
id01696,0.5276346,0.038256377,0.43410897
id05601,0.5475491,0.023859078,0.4285918
id13591,0.85804164,0.024783522,0.11717485
id09164,0.35530803,0.43746996,0.20722198
id16563,0.020522397,0.10205884,0.8774188
id00380,0.760747,0.025031945,0.21422115
id04612,0.07729355,0.09846751,0.82423896
id17341,0.29584467,0.11600474,0.5881506
id23426,0.09710261,0.8280287,0.07486871
id02177,0.25195545,0.20864783,0.5393967
id24279,0.037362736,0.057775937,0.9048613
id07226,0.5122061,0.11808828,0.36970562
id23305,0.066277556,0.12219231,0.8115301
id00684,0.76469064,0.05207809,0.18323132
id22025,0.00848789,0.0052597634,0.98625237
id26143,0.82806385,0.051574916,0.120361246
id12002,0.19592851,0.6828684,0.12120308
id04610,0.1651934,0.7718476,0.06295902
id27224,0.09887108,0.057575095,0.84355384
id10716,0.55677235,0.12624702,0.31698066
id14057,0.82287246,0.0804827,0.09664479
id14982,0.8246807,0.15794633,0.017372962
id00401,0.08012626,0.071465746,0.8484079
id12248,0.619767,0.20312816,0.1771048
id04641,0.33483046,0.026899252,0.6382703
id01658,0.63038284,0.006895824,0.36272135
id03153,0.3465627,0.28225434,0.371183
id27961,0.4368297,0.25140575,0.3117646
id15984,0.7928979,0.087481946,0.1196202
id01789,0.48187903,0.33366397,0.18445696
id27264,0.11961728,0.15376735,0.72661537
id05158,0.034613997,0.047883254,0.9175027
id14265,0.46496606,0.13482748,0.40020645
id20696,0.9711557,0.0024030018,0.026441239
id01133,0.41033882,0.08628369,0.50337744
id24953,0.7909627,0.14104828,0.06798905
id11298,0.12853025,0.09690032,0.77456945
id20917,0.22972776,0.4731374,0.29713482
id25275,0.37462607,0.10564059,0.5197333
id00850,0.39580214,0.013086595,0.5911113
id23225,0.0412906,0.8962587,0.062450636
id15602,0.10146762,0.02104061,0.8774918
id12160,0.0756841,0.06478503,0.85953087
id25388,0.019487683,0.9504806,0.030031828
id13837,0.14519665,0.80429006,0.050513286
id06804,0.17887586,0.55421233,0.26691183
id19978,0.5701768,0.1974139,0.23240937
id27563,0.012487238,0.002614082,0.98489875
id23762,0.4835636,0.33316928,0.18326706
id22734,0.09286418,0.83728564,0.06985023
id09094,0.32757825,0.12033154,0.55209017
id27270,0.08677275,0.8071893,0.10603798
id05043,0.03256477,0.9454373,0.02199797
id15290,0.43634465,0.44922796,0.11442744
id26333,0.3133193,0.12867461,0.55800605
id26111,0.7140279,0.17087968,0.11509249
id23029,0.22543694,0.10842289,0.6661402
id11837,0.16776672,0.33704677,0.4951865
id03497,0.8129534,0.059306767,0.1277398
id19290,0.9073097,0.041352633,0.05133768
id08008,0.7019598,0.17834403,0.11969619
id24949,0.08935036,0.8283125,0.08233712
id25023,0.051239435,0.23870303,0.71005756
id02205,0.029098341,0.9237315,0.047170162
id11041,0.91445297,0.042342458,0.043204516
id14395,0.20672484,0.66936225,0.123912856
id01130,0.42667753,0.28918517,0.28413737
id21066,0.1916313,0.69668275,0.11168592
id17774,0.9595242,0.03182563,0.008650192
id24519,0.0338698,0.023635378,0.9424948
id08460,0.0494166,0.055037376,0.895546
id19897,0.23478132,0.55096126,0.21425737
id19028,0.14053635,0.8296711,0.029792484
id01850,0.847442,0.035117187,0.11744081
id22472,0.30891305,0.5277141,0.16337283
id10709,0.2187706,0.25621578,0.5250137
id17260,0.17738092,0.08583643,0.73678267
id22262,0.6104066,0.17283952,0.2167539
id00115,0.91025513,0.04409179,0.0456531
id17483,0.1113515,0.05116259,0.8374859
id10763,0.49164274,0.1550941,0.3532632
id18014,0.018867187,0.95991987,0.021212926
id20414,0.77856845,0.05926483,0.16216673
id14244,0.08376217,0.010737601,0.9055002
id24952,0.53640956,0.039246798,0.4243436
id08217,0.13693029,0.055296164,0.80777353
id01578,0.017492505,0.011950116,0.9705574
id00641,0.21277648,0.65247077,0.13475277
id24982,0.9462696,0.03461089,0.01911948
id11192,0.5372271,0.4289985,0.03377433
id13759,0.34317675,0.29488072,0.36194256
id26752,0.55729604,0.29040298,0.15230101
id06820,0.68231946,0.22170042,0.09598014
id27298,0.66667724,0.2070744,0.1262483
id20735,0.48357084,0.26591235,0.25051686
id08390,0.13750313,0.7323878,0.13010907
id18571,0.72744435,0.047694888,0.22486079
id05804,0.06117991,0.5216935,0.41712657
id11867,0.095154226,0.033086527,0.87175924
id10286,0.81666327,0.017434543,0.16590223
id22020,0.977768,0.010843294,0.01138879
id25835,0.05175251,0.033656098,0.91459143
id06583,0.459319,0.19666165,0.34401935
id21403,0.015083415,0.9759235,0.008993158
id26730,0.8642279,0.08461554,0.05115661
id06873,0.9063775,0.0077616456,0.08586087
id03552,0.7127715,0.12502776,0.16220073
id05607,0.082527086,0.55643696,0.36103594
id26395,0.06304991,0.20281795,0.7341322
id02844,0.5360917,0.052183602,0.41172472
id19710,0.15103437,0.5301282,0.31883752
id17076,0.46871603,0.09921597,0.432068
id14070,0.8419433,0.045768168,0.11228855
id17106,0.743823,0.13895081,0.11722614
id24689,0.7395121,0.0726196,0.18786825
id03718,0.16351523,0.17889273,0.657592
id03957,0.25756502,0.5792828,0.16315222
id18995,0.08658892,0.8974886,0.015922427
id11668,0.61838365,0.17244829,0.20916803
id15721,0.869246,0.09906243,0.031691615
id10379,0.2932659,0.4576797,0.24905442
id15009,0.35460964,0.5838544,0.061535977
id11339,0.16880092,0.62683547,0.20436357
id18532,0.40596402,0.5604665,0.033569403
id16469,0.9203753,0.017610604,0.062014073
id22464,0.19892055,0.7719474,0.029132113
id06314,0.3432473,0.06503864,0.59171414
id27085,0.926664,0.02183746,0.051498592
id14452,0.8191987,0.042967662,0.13783354
id14939,0.4553588,0.3382081,0.20643312
id20094,0.5802087,0.08895999,0.3308313
id23077,0.3393118,0.32244906,0.33823916
id17527,0.92632097,0.04266126,0.03101785
id14895,0.9515026,0.011675683,0.0368217
id22577,0.32518217,0.14168698,0.5331309
id16111,0.3707971,0.38758203,0.24162087
id21649,0.03596203,0.06451911,0.89951885
id22954,0.8644271,0.060858577,0.07471435
id12624,0.2510348,0.317055,0.4319102
id05737,0.4978054,0.38161346,0.120581165
id23937,0.33017442,0.06940016,0.60042536
id06620,0.01208763,0.039060567,0.9488518
id18650,0.23430769,0.43529674,0.33039552
id09656,0.8773355,0.03371956,0.08894496
id10285,0.50004023,0.2664382,0.2335215
id05729,0.28335875,0.08547652,0.63116467
id00102,0.4887994,0.29607943,0.2151212
id26276,0.17275919,0.0706997,0.75654113
id12620,0.599492,0.3858427,0.0146653
id17949,0.3683186,0.22102271,0.4106587
id15708,0.63047266,0.20743637,0.16209103
id18300,0.89903754,0.0054906458,0.09547182
id04039,0.81248814,0.05029304,0.13721876
id12158,0.89044005,0.02151134,0.088048585
id23197,0.046172366,0.8637139,0.09011374
id25384,0.46601176,0.4449215,0.089066766
id09070,0.1910859,0.32704183,0.4818723
id27734,0.9936381,0.0021649117,0.0041969167
id27332,0.507348,0.29867297,0.19397901
id00973,0.27063048,0.40252957,0.32683995
id26625,0.55720925,0.14621499,0.29657575
id24578,0.09762848,0.8172493,0.08512218
id05423,0.18590513,0.6969751,0.1171197
id19124,0.14483616,0.53581965,0.31934413
id00946,0.9729312,0.009352185,0.017716704
id19229,0.62398386,0.30295342,0.07306275
id05311,0.46397886,0.20488213,0.33113903
id03289,0.85608923,0.10190643,0.04200434
id17758,0.07299018,0.8927972,0.034212664
id24336,0.04743454,0.7451332,0.20743217
id00603,0.5284701,0.21193172,0.25959823
id26467,0.21636762,0.18380466,0.5998277
id27835,0.019111294,0.04865573,0.932233
id06861,0.38887316,0.3170135,0.29411328
id23847,0.030921016,0.0051418706,0.96393716
id06174,0.1294685,0.8224965,0.04803501
id10968,0.87816554,0.031718537,0.09011589
id10881,0.95723706,0.011441766,0.03132117
id03204,0.090571955,0.7697907,0.1396373
id21921,0.5827239,0.33018383,0.087092295
id06539,0.91514987,0.048688117,0.036161963
id08880,0.29064003,0.4978467,0.21151328
id14725,0.516881,0.16867332,0.31444567
id26107,0.027181014,0.03430855,0.9385104
id07874,0.6349585,0.26084802,0.10419347
id23638,0.8783389,0.023609707,0.09805141
id13498,0.14340979,0.58398587,0.27260435
id18940,0.17106651,0.15930791,0.6696255
id02120,0.79730225,0.11951142,0.08318644
id26663,0.3832304,0.12978494,0.48698467
id20127,0.015639456,0.01109989,0.9732607
id27922,0.79784495,0.16090599,0.041249096
id15106,0.66323966,0.04314502,0.29361534
id22158,0.18045522,0.50261825,0.31692657
id17029,0.09386602,0.87023956,0.03589444
id02554,0.8221382,0.041080885,0.13678092
id18454,0.12444816,0.21593258,0.6596192
id09016,0.6716462,0.09451088,0.23384303
id02307,0.718157,0.15240964,0.12943335
id01650,0.04088704,0.04588195,0.9132311
id01254,0.044116057,0.8595568,0.09632709
id12921,0.23685437,0.024142273,0.73900336
id05721,0.15279649,0.013580835,0.83362263
id05798,0.18141702,0.6963508,0.12223214
id04417,0.59750795,0.11306023,0.2894319
id19620,0.47617915,0.106126636,0.4176942
id22680,0.4465571,0.5245656,0.028877256
id21992,0.26804763,0.06652768,0.66542464
id22823,0.26836652,0.722473,0.009160505
id12750,0.47801474,0.46104676,0.06093845
id23220,0.7029597,0.06140013,0.23564015
id11851,0.8462185,0.0768182,0.076963335
id27438,0.6477921,0.22703634,0.12517151
id00797,0.16008577,0.10990931,0.73000497
id08593,0.6920918,0.048662186,0.259246
id01042,0.45830813,0.28362992,0.25806198
id19898,0.73064584,0.12736697,0.14198719
id24615,0.108615816,0.36835536,0.52302885
id18594,0.42211258,0.16913927,0.4087482
id08534,0.05774162,0.09965161,0.8426068
id03889,0.83810174,0.0722594,0.08963894
id04873,0.614214,0.022126893,0.3636591
id08264,0.8852277,0.03833319,0.076439075
id10187,0.5858261,0.13228521,0.2818887
id14278,0.4366947,0.01921425,0.54409105
id22528,0.003940813,0.993447,0.002612175
id07416,0.14920588,0.18028437,0.67050976
id02857,0.8112233,0.031040655,0.15773603
id03875,0.3507997,0.540864,0.10833637
id24437,0.10695931,0.35387513,0.5391656
id24940,0.07494349,0.6463152,0.27874133
id15070,0.54838973,0.1391411,0.31246912
id14891,0.7105395,0.17763343,0.11182711
id02110,0.85167456,0.10670807,0.041617356
id24405,0.14564647,0.23462048,0.619733
id00373,0.054254793,0.11275895,0.83298624
id12728,0.5693401,0.07276369,0.35789627
id18958,0.7352671,0.13721666,0.12751621
id17443,0.0013258525,0.99764746,0.0010267469
id03959,0.71159506,0.0074676187,0.28093728
id13218,0.57552415,0.23474471,0.18973117
id01980,0.3364553,0.43911487,0.22442985
id10697,0.98089224,0.011067878,0.0080398945
id24816,0.75719666,0.10885889,0.13394445
id00088,0.21228415,0.25057665,0.5371392
id13846,0.2231242,0.44523233,0.33164346
id17597,0.503586,0.33906934,0.15734462
id09947,0.49996227,0.48592812,0.014109664
id12050,0.27913776,0.5716255,0.14923677
id24060,0.00987909,0.02546114,0.96465975
id19942,0.81526715,0.024307322,0.1604255
id06541,0.2660113,0.7122974,0.021691278
id05746,0.5804958,0.30200806,0.11749613
id13577,0.3067673,0.5751438,0.11808878
id11877,0.08135925,0.87105227,0.047588393
id19491,0.29751745,0.5637161,0.13876636
id11352,0.049898185,0.0049558156,0.94514596
id12791,0.5957828,0.18858252,0.21563463
id05282,0.61473477,0.11852354,0.26674166
id26833,0.054863084,0.9138883,0.031248566
id00580,0.038733795,0.075832896,0.8854334
id01236,0.3777513,0.012106424,0.6101423
id05455,0.69798154,0.19202127,0.109997176
id00069,0.14334589,0.62202555,0.23462853
id01605,0.99723405,0.00032631378,0.0024396216
id17737,0.52348155,0.07768208,0.3988363
id11315,0.17596713,0.25575987,0.56827307
id24044,0.3231602,0.31343257,0.3634072
id18677,0.45496273,0.48085788,0.06417941
id17678,0.9057431,0.08167325,0.012583647
id21528,0.99564976,0.0038755834,0.00047469992
id21985,0.13361731,0.81220204,0.054180607
id12860,0.5398667,0.24288641,0.21724692
id08793,0.88336074,0.03885621,0.077783056
id09245,0.915964,0.010726714,0.07330927
id12523,0.16640271,0.020401746,0.8131955
id07158,0.039282646,0.87594,0.08477731
id03473,0.24975477,0.6216483,0.12859692
id05999,0.8736692,0.040264845,0.086066045
id02469,0.38627818,0.21918081,0.39454097
id16675,0.63582736,0.106438935,0.25773376
id20508,0.085293345,0.03286974,0.88183695
id12669,0.9510396,0.016317025,0.032643262
id22277,0.58411074,0.100360334,0.3155289
id00355,0.0975348,0.17297836,0.7294869
id24427,0.26492992,0.6048639,0.13020618
id19241,0.5779594,0.03430581,0.3877347
id26301,0.37121207,0.1340334,0.4947545
id09404,0.105853625,0.75996035,0.13418609
id14347,0.91174555,0.04511241,0.04314209
id06898,0.7716232,0.19838148,0.029995402
id08750,0.8329595,0.025507422,0.14153317
id13572,0.89372945,0.09745434,0.008816297
id08731,0.018210033,0.96135336,0.020436544
id20124,0.48210114,0.104170434,0.41372845
id14276,0.28578883,0.41262716,0.30158398
id13035,0.6676842,0.24222437,0.09009144
id24056,0.12830512,0.011163757,0.86053115
id21132,0.5291392,0.4043045,0.06655632
id21465,0.28411227,0.054972388,0.6609153
id27148,0.20266312,0.7387138,0.05862307
id14482,0.96371025,0.01433764,0.021952126
id17950,0.71066964,0.23695557,0.052374836
